,district,rooms,size,level,max_levels,price
3747,Мирзо-Улугбекский,3,73.0,5,9,57000.0
3748,Яшнободский,4,105.0,6,9,60000.0
3749,Чиланзарский,2,43.0,1,4,33500.0
3750,Юнусабадский,3,78.0,5,5,36500.0
3751,Мирабадский,2,63.0,4,9,76000.0
3752,Мирзо-Улугбекский,3,90.0,5,5,45000.0
3753,Сергелийский,5,118.0,4,9,57993.0
3754,Юнусабадский,3,75.0,4,4,52000.0
3755,Мирзо-Улугбекский,3,74.0,5,9,62000.0
3756,Мирабадский,4,150.0,3,8,54000.0
3757,Юнусабадский,1,41.0,1,4,30000.0
3758,Чиланзарский,3,120.0,2,8,160000.0
3759,Мирзо-Улугбекский,4,97.0,4,9,95600.0
3760,Мирабадский,5,110.0,5,9,140000.0
3761,Учтепинский,3,72.0,9,9,40000.0
3762,Мирзо-Улугбекский,3,94.0,16,23,118000.0
3763,Мирабадский,2,115.0,7,8,160000.0
3764,Яккасарайский,2,45.0,1,4,40000.0
3765,Мирабадский,2,97.0,6,8,155000.0
3766,Сергелийский,4,100.0,1,4,87000.0
3767,Мирзо-Улугбекский,3,41.0,5,5,45000.0
3768,Яккасарайский,4,60.0,4,4,75000.0
3769,Чиланзарский,3,70.0,1,4,48000.0
3770,Мирабадский,3,88.0,5,5,55000.0
3771,Мирабадский,3,110.0,2,8,169000.0
3772,Чиланзарский,3,70.0,3,4,55000.0
3773,Юнусабадский,3,80.0,2,4,90000.0
3774,Олмазорский,3,73.0,2,5,55000.0
3775,Мирзо-Улугбекский,2,67.0,3,4,42200.0
3776,Мирзо-Улугбекский,4,100.0,2,4,95000.0
3777,Мирабадский,3,75.0,6,9,59500.0
3778,Учтепинский,2,51.0,1,5,43500.0
3779,Яккасарайский,4,170.0,2,6,2000.0
3780,Мирабадский,2,55.0,2,4,26300.0
3781,Шайхантахурский,1,70.0,6,7,57500.0
3782,Мирзо-Улугбекский,3,68.0,4,4,47000.0
3783,Шайхантахурский,3,101.0,3,7,105000.0
3784,Яккасарайский,2,50.0,3,12,42000.0
3785,Мирабадский,1,40.0,4,4,46500.0
3786,Мирзо-Улугбекский,3,75.0,4,5,47000.0
3787,Мирабадский,3,75.0,8,9,85000.0
3788,Яшнободский,3,86.0,5,9,75000.0
3789,Мирзо-Улугбекский,2,60.0,3,4,102000.0
3790,Яшнободский,2,58.0,4,9,55000.0
3792,Чиланзарский,3,114.0,2,9,160000.0
3793,Чиланзарский,1,30.0,4,4,27700.0
3794,Шайхантахурский,3,90.0,12,12,37000.0
3795,Мирзо-Улугбекский,3,70.0,4,4,61000.0
3796,Олмазорский,4,100.0,2,9,57000.0
3797,Сергелийский,3,79.3,13,16,38448.0
3798,Мирзо-Улугбекский,3,91.0,3,5,51000.0
3799,Учтепинский,3,80.0,4,4,50000.0
3800,Мирзо-Улугбекский,2,55.0,7,7,57000.0
3801,Чиланзарский,3,75.0,5,9,57000.0
3802,Мирабадский,2,45.0,6,9,58000.0
3803,Мирзо-Улугбекский,2,90.0,2,9,51000.0
3804,Чиланзарский,2,52.0,2,4,41500.0
3805,Чиланзарский,3,65.0,4,4,42000.0
3806,Чиланзарский,2,45.0,2,4,32000.0
3807,Бектемирский,3,56.0,4,4,28100.0
3808,Юнусабадский,3,78.0,4,4,55000.0
3809,Мирзо-Улугбекский,2,60.0,6,9,34000.0
3810,Мирабадский,4,90.0,6,9,73000.0
3811,Мирзо-Улугбекский,3,73.0,5,5,52000.0
3812,Мирзо-Улугбекский,1,20.0,3,4,12100.0
3813,Учтепинский,2,42.0,4,5,28500.0
3814,Мирабадский,3,105.0,7,9,125000.0
3815,Мирзо-Улугбекский,2,42.0,2,5,33500.0
3816,Бектемирский,2,30.0,1,4,26100.0
3817,Мирабадский,2,55.0,5,5,35000.0
3818,Мирзо-Улугбекский,2,50.0,5,5,35000.0
3819,Мирзо-Улугбекский,2,55.0,4,4,35000.0
3820,Юнусабадский,2,50.0,4,4,33500.0
3821,Шайхантахурский,4,130.0,2,3,106000.0
3822,Юнусабадский,1,45.0,4,4,26000.0
3823,Мирзо-Улугбекский,1,42.0,1,4,26500.0
3824,Яккасарайский,2,64.0,1,5,42000.0
3825,Шайхантахурский,2,42.0,8,9,29999.0
3826,Чиланзарский,2,50.0,2,4,45000.0
3827,Яшнободский,2,30.0,7,9,21500.0
3828,Чиланзарский,2,45.0,1,4,39000.0
3829,Мирзо-Улугбекский,1,24.0,1,4,19000.0
3830,Яккасарайский,2,49.0,5,9,23000.0
3831,Яккасарайский,5,116.0,4,9,72000.0
3832,Чиланзарский,2,40.0,4,4,30000.0
3833,Чиланзарский,1,49.0,3,12,33500.0
3834,Чиланзарский,2,45.0,4,4,35500.0
3835,Юнусабадский,4,215.0,7,9,185000.0
3836,Яккасарайский,3,93.0,5,7,75000.0
3837,Яккасарайский,3,91.0,3,4,73000.0
3838,Мирзо-Улугбекский,1,22.0,4,4,19000.0
3839,Шайхантахурский,6,130.0,7,9,56000.0
3840,Юнусабадский,4,95.13,8,9,68000.0
3841,Яшнободский,2,55.0,4,5,54000.0
3842,Сергелийский,2,59.8,16,16,27288.0
3843,Мирзо-Улугбекский,2,94.0,1,5,32000.0
3844,Юнусабадский,3,70.0,3,3,66000.0
3845,Юнусабадский,3,70.0,4,4,63000.0
3846,Юнусабадский,4,105.0,4,4,160000.0
3847,Яккасарайский,2,56.0,7,12,36500.0
3848,Мирзо-Улугбекский,3,70.0,4,4,64000.0
3849,Мирзо-Улугбекский,3,82.0,4,4,88000.0
3851,Шайхантахурский,2,55.0,2,5,55000.0
3852,Чиланзарский,3,72.0,2,4,63000.0
3853,Мирзо-Улугбекский,3,80.0,4,4,81000.0
3854,Мирабадский,2,115.0,7,8,160000.0
3855,Мирабадский,2,97.0,6,8,155000.0
3856,Чиланзарский,4,96.0,2,4,58000.0
3857,Чиланзарский,3,78.0,6,9,44500.0
3858,Мирзо-Улугбекский,2,58.0,4,4,33000.0
3859,Шайхантахурский,3,65.0,3,4,54000.0
3860,Мирзо-Улугбекский,2,57.0,7,9,29000.0
3861,Мирзо-Улугбекский,2,60.0,8,9,38000.0
3862,Юнусабадский,2,58.0,5,9,42000.0
3863,Мирзо-Улугбекский,2,50.0,4,4,28700.0
3864,Мирабадский,1,55.0,2,9,61000.0
3865,Шайхантахурский,3,45.0,2,5,28000.0
3866,Юнусабадский,3,70.0,3,4,67000.0
3867,Мирзо-Улугбекский,2,50.0,4,4,35500.0
3868,Мирабадский,3,85.0,5,9,74000.0
3869,Мирабадский,3,80.0,1,9,100000.0
3870,Юнусабадский,3,68.0,3,4,68000.0
3871,Шайхантахурский,6,154.0,4,5,129500.0
3872,Юнусабадский,4,82.0,1,4,86000.0
3873,Мирабадский,3,75.0,2,9,74000.0
3874,Яккасарайский,3,100.0,5,5,100000.0
3875,Юнусабадский,3,78.0,4,4,56000.0
3876,Яшнободский,1,26.0,1,4,22000.0
3877,Учтепинский,1,36.0,3,4,25500.0
3878,Олмазорский,3,91.0,3,3,85000.0
3879,Юнусабадский,3,65.0,4,4,53500.0
3880,Чиланзарский,3,103.0,4,4,160000.0
3881,Юнусабадский,5,183.5,4,5,203000.0
3882,Чиланзарский,3,75.0,1,4,60000.0
3883,Юнусабадский,1,67.0,8,9,42500.0
3884,Юнусабадский,4,94.0,1,9,66000.0
3885,Яшнободский,4,130.0,1,5,155000.0
3886,Шайхантахурский,2,60.0,5,9,45000.0
3887,Мирабадский,3,75.0,4,4,70000.0
3888,Мирабадский,3,106.0,1,4,120000.0
3889,Мирабадский,3,90.0,3,4,125000.0
3890,Сергелийский,4,98.0,2,7,65000.0
3891,Учтепинский,2,49.0,3,4,34500.0
3892,Мирзо-Улугбекский,3,80.0,4,4,90000.0
3893,Яккасарайский,2,48.0,5,9,23000.0
3894,Мирзо-Улугбекский,3,73.0,9,9,45000.0
3896,Мирзо-Улугбекский,3,70.0,2,5,66000.0
3897,Чиланзарский,3,114.0,2,9,160000.0
3898,Яккасарайский,2,48.0,1,4,38000.0
3899,Учтепинский,1,39.0,3,4,25000.0
3900,Шайхантахурский,3,75.0,2,9,52000.0
3901,Мирзо-Улугбекский,3,94.0,16,23,118000.0
3902,Мирабадский,3,110.0,2,8,169000.0
3903,Яккасарайский,2,72.0,5,16,72000.0
3904,Мирзо-Улугбекский,3,90.0,2,9,51000.0
3905,Шайхантахурский,3,78.0,3,5,51000.0
3906,Мирзо-Улугбекский,3,75.0,5,5,38000.0
3907,Мирзо-Улугбекский,2,50.0,1,4,30000.0
3908,Юнусабадский,2,65.0,1,4,34500.0
3909,Мирзо-Улугбекский,2,40.0,1,3,26000.0
3910,Яккасарайский,3,70.0,4,5,68000.0
3911,Юнусабадский,3,78.0,4,4,55000.0
3912,Олмазорский,3,64.0,7,9,58000.0
3913,Мирзо-Улугбекский,2,48.0,1,4,31000.0
3914,Чиланзарский,1,41.0,3,4,25800.0
3915,Учтепинский,2,42.0,4,5,28500.0
3916,Шайхантахурский,3,80.0,2,4,72000.0
3917,Мирзо-Улугбекский,2,42.0,2,5,33500.0
3918,Яшнободский,3,72.0,5,9,65000.0
3919,Шайхантахурский,2,70.0,5,7,56000.0
3920,Мирзо-Улугбекский,2,55.0,5,5,35000.0
3921,Мирзо-Улугбекский,3,63.0,2,4,46000.0
3922,Мирзо-Улугбекский,2,50.0,5,5,35000.0
3923,Мирзо-Улугбекский,2,55.0,4,4,35000.0
3925,Яккасарайский,6,213.0,8,9,165000.0
3927,Юнусабадский,2,50.0,4,4,33500.0
3928,Мирзо-Улугбекский,1,42.0,1,4,26499.0
3929,Мирзо-Улугбекский,3,70.0,2,3,46500.0
3930,Мирабадский,3,65.0,1,2,48000.0
3931,Яшнободский,3,70.0,4,4,35000.0
3932,Сергелийский,4,100.0,9,9,45000.0
3933,Мирзо-Улугбекский,2,64.7,4,4,36200.0
3934,Чиланзарский,4,87.71,2,9,70000.0
3935,Мирабадский,4,98.0,3,4,53000.0
3936,Яккасарайский,4,120.0,1,4,132000.0
3937,Олмазорский,3,59.0,6,9,33000.0
3938,Олмазорский,2,64.5,4,6,37410.0
3939,Чиланзарский,3,87.0,4,4,55000.0
3940,Чиланзарский,2,42.0,2,4,38500.0
3941,Юнусабадский,1,38.0,1,4,26000.0
3943,Чиланзарский,3,87.0,2,4,70000.0
3944,Учтепинский,2,42.0,1,4,33500.0
3945,Мирабадский,3,120.3,10,12,100000.0
3946,Мирабадский,2,55.0,1,3,65000.0
3947,Мирзо-Улугбекский,2,62.0,1,4,66000.0
3948,Юнусабадский,4,90.0,5,5,44000.0
3949,Яшнободский,2,60.0,6,9,77000.0
3950,Мирзо-Улугбекский,3,70.0,2,5,54000.0
3951,Мирабадский,4,187.0,4,5,145000.0
3952,Яшнободский,3,61.0,3,4,38000.0
3953,Чиланзарский,2,51.0,1,4,36000.0
3954,Мирзо-Улугбекский,4,93.0,2,4,75000.0
3955,Мирабадский,3,65.0,3,4,58500.0
3956,Яшнободский,4,50.0,1,4,35000.0
3957,Юнусабадский,3,60.0,3,4,75000.0
3958,Учтепинский,2,48.0,4,5,28500.0
3959,Учтепинский,2,50.0,4,4,30000.0
3960,Чиланзарский,3,88.0,4,4,59990.0
3961,Учтепинский,3,68.0,3,4,52500.0
3962,Чиланзарский,3,72.0,2,9,62000.0
3963,Чиланзарский,3,64.0,1,2,45000.0
3964,Учтепинский,2,58.0,2,9,42200.0
3965,Чиланзарский,3,68.0,1,4,45200.0
3967,Мирабадский,3,72.0,2,9,82000.0
3968,Яккасарайский,2,53.0,5,8,43000.0
3969,Мирзо-Улугбекский,3,75.0,5,5,38000.0
3970,Мирабадский,3,75.0,4,5,72000.0
3971,Яккасарайский,2,79.0,13,17,101564.0
3973,Мирабадский,2,60.0,2,9,60000.0
3974,Мирабадский,4,121.0,6,10,109989.0
3975,Мирзо-Улугбекский,3,54.0,1,1,35500.0
3976,Мирзо-Улугбекский,2,49.3,4,4,39900.0
3977,Мирзо-Улугбекский,3,64.0,3,4,39000.0
3978,Юнусабадский,3,72.0,4,4,96000.0
3979,Чиланзарский,2,42.0,1,4,35000.0
3980,Яшнободский,3,65.0,4,4,55000.0
3981,Мирзо-Улугбекский,3,64.0,3,5,52000.0
3982,Чиланзарский,2,48.0,2,4,34500.0
3983,Юнусабадский,2,50.0,2,4,31000.0
3984,Яшнободский,2,65.0,2,4,68000.0
3985,Мирзо-Улугбекский,3,115.0,4,4,87000.0
3986,Чиланзарский,2,75.0,1,8,60000.0
3987,Олмазорский,4,80.0,1,4,53000.0
3988,Мирзо-Улугбекский,2,52.0,3,4,35500.0
3989,Шайхантахурский,4,100.0,2,9,72000.0
3990,Олмазорский,2,74.0,4,9,41000.0
3991,Шайхантахурский,5,150.0,2,2,138000.0
3992,Мирзо-Улугбекский,2,50.0,1,4,30000.0
3993,Мирзо-Улугбекский,3,94.0,16,23,118000.0
3994,Мирзо-Улугбекский,3,83.0,6,16,83000.0
3995,Мирабадский,3,75.0,3,9,70000.0
3996,Мирабадский,3,75.0,2,9,74000.0
3997,Мирабадский,2,65.0,8,9,52000.0
3998,Шайхантахурский,3,75.0,5,9,52000.0
3999,Мирабадский,3,110.0,2,8,169000.0
4000,Мирзо-Улугбекский,2,4.0,1,3,26000.0
4001,Мирзо-Улугбекский,2,52.0,4,5,36500.0
4002,Олмазорский,3,83.0,4,9,55000.0
4003,Учтепинский,1,34.0,2,4,28500.0
4004,Мирабадский,4,85.0,3,4,55000.0
4005,Юнусабадский,3,78.0,4,4,55000.0
4006,Учтепинский,2,52.0,4,5,33500.0
4007,Мирзо-Улугбекский,2,60.0,6,9,34000.0
4008,Мирзо-Улугбекский,1,35.0,4,4,27000.0
4009,Чиланзарский,1,30.0,2,4,27000.0
4010,Мирабадский,3,110.0,7,9,130000.0
4011,Яккасарайский,1,35.0,16,16,17700.0
4012,Учтепинский,2,42.0,4,5,28500.0
4013,Олмазорский,3,107.0,2,7,105000.0
4014,Яккасарайский,4,100.0,9,9,50000.0
4015,Мирабадский,3,87.0,3,9,84000.0
4016,Олмазорский,3,107.0,3,7,102000.0
4018,Мирзо-Улугбекский,2,40.0,2,5,33500.0
4019,Юнусабадский,4,78.0,1,4,52000.0
4020,Мирзо-Улугбекский,2,55.0,5,5,35000.0
4021,Мирзо-Улугбекский,2,50.0,4,4,33000.0
4022,Мирзо-Улугбекский,2,50.0,5,5,35000.0
4023,Юнусабадский,3,70.0,3,4,47000.0
4024,Мирзо-Улугбекский,2,58.0,4,4,34996.0
4025,Яккасарайский,1,43.0,5,16,37000.0
4026,Яккасарайский,3,62.0,7,9,45000.0
4027,Яккасарайский,3,63.0,7,9,45000.0
4028,Юнусабадский,2,60.0,3,5,39000.0
4029,Юнусабадский,2,58.0,2,4,41500.0
4030,Юнусабадский,2,58.0,5,9,42000.0
4031,Юнусабадский,2,58.0,5,9,42000.0
4032,Мирзо-Улугбекский,1,42.0,1,4,26500.0
4033,Юнусабадский,2,65.0,5,9,42000.0
4034,Юнусабадский,2,55.0,1,9,42000.0
4036,Юнусабадский,4,110.0,4,9,96000.0
4037,Мирабадский,3,62.0,4,4,33000.0
4038,Учтепинский,1,45.0,5,9,25600.0
4039,Яккасарайский,2,47.3,7,9,52000.0
4040,Юнусабадский,2,63.0,1,4,40000.0
4041,Яшнободский,2,64.0,4,9,52000.0
4042,Шайхантахурский,1,50.0,9,9,23000.0
4043,Чиланзарский,2,60.0,2,4,38000.0
4044,Чиланзарский,2,60.0,1,4,47500.0
4046,Мирзо-Улугбекский,2,60.0,1,9,49000.0
4047,Мирабадский,3,100.0,4,4,87000.0
4048,Яккасарайский,4,120.0,1,4,132000.0
4049,Мирзо-Улугбекский,2,65.0,3,4,56500.0
4050,Юнусабадский,3,70.0,3,4,63000.0
4051,Мирзо-Улугбекский,2,55.0,4,4,52500.0
4052,Шайхантахурский,3,73.0,1,9,75000.0
4053,Мирзо-Улугбекский,5,157.0,1,4,150000.0
4054,Мирабадский,2,60.0,2,6,77000.0
4055,Мирзо-Улугбекский,3,94.0,16,22,118000.0
4056,Мирзо-Улугбекский,1,36.0,4,4,21000.0
4057,Мирзо-Улугбекский,2,62.0,9,9,28000.0
4058,Юнусабадский,3,75.0,3,4,43000.0
4059,Олмазорский,4,86.0,4,5,40000.0
4060,Сергелийский,1,32.0,1,1,16500.0
4061,Олмазорский,3,70.0,2,5,36000.0
4062,Юнусабадский,1,43.0,1,4,45000.0
4063,Юнусабадский,1,43.0,3,4,39000.0
4064,Яшнободский,2,47.2,3,4,30000.0
4065,Юнусабадский,5,140.0,8,9,85000.0
4066,Янгихаётский,2,63.0,2,7,26500.0
4067,Шайхантахурский,3,85.0,4,12,53000.0
4068,Чиланзарский,3,98.0,8,9,60000.0
4069,Мирабадский,1,35.0,4,4,48000.0
4070,Юнусабадский,3,80.0,1,5,50000.0
4072,Мирабадский,2,65.0,2,9,60000.0
4073,Чиланзарский,2,70.0,2,7,56000.0
4074,Чиланзарский,3,77.0,1,4,48000.0
4075,Чиланзарский,2,50.0,3,5,34500.0
4076,Чиланзарский,2,48.0,3,4,31000.0
4077,Чиланзарский,2,50.0,3,5,35500.0
4078,Чиланзарский,2,60.0,4,5,37500.0
4079,Чиланзарский,2,54.0,3,5,36500.0
4080,Чиланзарский,1,42.0,4,9,28500.0
4081,Чиланзарский,1,36.0,3,5,27500.0
4082,Олмазорский,3,58.0,2,9,37751.0
4083,Мирзо-Улугбекский,3,117.0,2,5,132000.0
4084,Мирабадский,6,170.0,8,9,130000.0
4085,Мирзо-Улугбекский,3,103.0,1,4,170000.0
4086,Чиланзарский,2,45.0,1,4,39500.0
4087,Мирабадский,2,60.0,2,6,77000.0
4088,Мирабадский,4,120.0,1,4,132000.0
4089,Шайхантахурский,2,65.0,2,4,56500.0
4090,Яккасарайский,2,55.0,4,4,37000.0
4091,Мирабадский,3,85.0,5,9,74000.0
4092,Мирабадский,4,115.0,5,5,115000.0
4093,Яккасарайский,2,51.0,2,4,48000.0
4094,Юнусабадский,3,73.0,3,5,60000.0
4095,Учтепинский,2,56.0,3,5,32000.0
4096,Яккасарайский,1,43.0,5,16,37000.0
4097,Чиланзарский,2,46.0,3,4,25000.0
4098,Учтепинский,1,26.4,1,4,18500.0
4099,Шайхантахурский,2,65.0,3,4,56500.0
4100,Учтепинский,1,40.0,1,5,25200.0
4101,Шайхантахурский,3,70.0,2,4,55000.0
4102,Мирзо-Улугбекский,4,92.0,4,5,54600.0
4103,Шайхантахурский,3,75.0,1,9,78000.0
4104,Мирзо-Улугбекский,3,73.0,7,8,47500.0
4105,Чиланзарский,3,67.0,2,4,52500.0
4106,Мирабадский,2,60.0,2,6,77000.0
4107,Сергелийский,3,71.0,3,7,52000.0
4108,Мирзо-Улугбекский,3,75.0,5,5,39000.0
4109,Шайхантахурский,3,75.0,2,4,67000.0
4110,Шайхантахурский,2,65.0,3,4,56000.0
4111,Юнусабадский,1,50.0,7,9,36998.0
4112,Олмазорский,1,43.0,4,4,27000.0
4113,Юнусабадский,2,60.0,2,9,52000.0
4114,Мирабадский,2,68.0,8,8,90000.0
4115,Олмазорский,4,85.0,3,5,78000.0
4116,Юнусабадский,2,55.0,1,3,43500.0
4117,Учтепинский,2,57.0,5,5,36000.0
4118,Мирабадский,4,120.0,1,5,134500.0
4119,Мирабадский,2,70.0,7,8,65000.0
4120,Юнусабадский,2,58.0,2,4,45000.0
4121,Мирабадский,3,108.0,5,10,103000.0
4122,Яккасарайский,4,90.0,3,4,88000.0
4123,Олмазорский,4,100.0,9,9,62500.0
4124,Учтепинский,1,40.0,1,5,25150.0
4125,Олмазорский,3,75.0,1,9,73000.0
4126,Мирзо-Улугбекский,3,71.0,3,8,53000.0
4127,Мирзо-Улугбекский,2,78.0,1,4,26500.0
4128,Чиланзарский,5,169.0,5,9,93000.0
4129,Юнусабадский,2,62.0,3,4,55000.0
4130,Олмазорский,2,46.0,4,4,30000.0
4131,Чиланзарский,2,70.0,9,12,42000.0
4133,Яккасарайский,3,70.0,2,5,70000.0
4134,Мирзо-Улугбекский,3,58.0,1,4,47000.0
4135,Шайхантахурский,2,65.0,3,4,56500.0
4136,Учтепинский,2,50.0,1,4,36000.0
4137,Мирзо-Улугбекский,1,42.0,1,4,26500.0
4138,Юнусабадский,2,58.0,2,4,41500.0
4139,Мирабадский,3,64.0,4,4,38500.0
4140,Мирзо-Улугбекский,2,50.0,4,4,35000.0
4141,Мирзо-Улугбекский,3,100.0,6,7,75000.0
4142,Мирзо-Улугбекский,2,45.0,3,7,45000.0
4143,Мирзо-Улугбекский,2,38.0,4,5,35000.0
4144,Мирзо-Улугбекский,4,86.0,2,5,80000.0
4145,Мирзо-Улугбекский,1,38.0,3,4,42000.0
4146,Юнусабадский,2,49.0,2,4,36000.0
4147,Учтепинский,2,56.0,6,9,34500.0
4148,Сергелийский,3,85.0,1,9,59000.0
4149,Олмазорский,2,58.0,4,5,36000.0
4150,Мирзо-Улугбекский,2,50.0,5,5,35000.0
4151,Яшнободский,2,65.0,3,4,56500.0
4152,Мирзо-Улугбекский,2,55.0,5,5,35000.0
4153,Шайхантахурский,3,78.0,1,3,98000.0
4154,Чиланзарский,2,47.0,2,4,29000.0
4155,Мирзо-Улугбекский,2,50.0,1,4,30000.0
4156,Мирзо-Улугбекский,2,45.0,2,5,33500.0
4157,Чиланзарский,2,48.0,4,4,32500.0
4158,Учтепинский,2,42.0,4,5,28500.0
4159,Чиланзарский,2,47.0,2,4,38700.0
4160,Мирабадский,1,40.0,4,4,46500.0
4161,Мирзо-Улугбекский,2,66.0,6,9,33500.0
4162,Чиланзарский,3,60.0,1,4,41500.0
4163,Олмазорский,1,58.0,4,7,46000.0
4164,Юнусабадский,2,59.0,2,4,57000.0
4165,Мирабадский,4,125.0,2,4,65000.0
4167,Мирзо-Улугбекский,2,60.0,4,4,34000.0
4168,Мирабадский,3,135.0,3,9,88000.0
4169,Мирзо-Улугбекский,2,50.0,3,4,33000.0
4170,Шайхантахурский,2,78.0,3,5,71000.0
4171,Мирзо-Улугбекский,2,48.0,4,4,28000.0
4172,Мирзо-Улугбекский,2,56.0,3,5,31000.0
4173,Мирзо-Улугбекский,2,45.0,3,7,45000.0
4174,Мирзо-Улугбекский,4,86.0,2,5,80000.0
4175,Мирзо-Улугбекский,2,56.0,5,5,31000.0
4176,Мирзо-Улугбекский,3,72.0,4,4,80000.0
4177,Мирабадский,3,75.0,3,4,74000.0
4178,Шайхантахурский,2,47.0,4,4,36000.0
4179,Мирзо-Улугбекский,2,55.0,2,3,29000.0
4180,Мирзо-Улугбекский,2,65.0,3,4,47000.0
4181,Мирзо-Улугбекский,2,55.0,2,2,29500.0
4182,Мирзо-Улугбекский,3,72.0,4,5,67000.0
4183,Мирабадский,2,64.0,4,4,52000.0
4184,Мирзо-Улугбекский,2,60.0,5,5,31000.0
4185,Юнусабадский,4,100.0,3,5,85000.0
4186,Мирзо-Улугбекский,3,65.0,3,4,38000.0
4187,Чиланзарский,1,32.0,2,5,26500.0
4188,Чиланзарский,1,42.0,2,5,26000.0
4189,Чиланзарский,1,45.0,2,5,29500.0
4190,Чиланзарский,1,36.0,1,5,27500.0
4191,Чиланзарский,2,50.0,2,4,38500.0
4192,Чиланзарский,2,60.0,3,4,38000.0
4193,Чиланзарский,2,50.0,1,4,35000.0
4194,Мирзо-Улугбекский,1,40.0,3,3,30000.0
4195,Мирзо-Улугбекский,5,100.0,4,4,48000.0
4196,Мирзо-Улугбекский,3,115.0,2,9,115000.0
4197,Шайхантахурский,3,71.0,2,6,45000.0
4198,Шайхантахурский,4,90.0,5,5,65000.0
4199,Мирзо-Улугбекский,2,60.0,4,4,44000.0
4200,Шайхантахурский,3,72.0,4,9,60000.0
4201,Юнусабадский,2,62.0,1,4,40500.0
4202,Мирзо-Улугбекский,4,93.0,3,5,62000.0
4203,Чиланзарский,3,65.0,5,5,50000.0
4204,Учтепинский,3,70.0,5,5,40100.0
4205,Бектемирский,4,94.0,9,9,40000.0
4206,Чиланзарский,1,32.0,4,4,25500.0
4207,Учтепинский,2,72.0,5,12,40000.0
4208,Мирзо-Улугбекский,2,45.0,1,4,22000.0
4209,Чиланзарский,2,46.0,3,5,35000.0
4210,Мирабадский,1,45.0,3,9,59000.0
4211,Чиланзарский,3,88.0,6,8,50000.0
4212,Яшнободский,3,69.8,2,7,45370.0
4213,Мирзо-Улугбекский,3,72.0,2,8,48500.0
4214,Юнусабадский,1,38.0,4,4,26000.0
4215,Мирзо-Улугбекский,4,85.0,2,4,69900.0
4216,Яшнободский,2,60.0,2,6,30000.0
4217,Мирзо-Улугбекский,3,86.0,2,5,57000.0
4218,Шайхантахурский,2,65.0,3,4,56500.0
4219,Яшнободский,2,60.0,6,9,80000.0
4220,Яккасарайский,2,95.0,8,9,130000.0
4221,Мирзо-Улугбекский,3,74.0,9,9,54000.0
4222,Яккасарайский,2,51.14,5,5,56000.0
4223,Учтепинский,4,80.0,2,5,51500.0
4224,Мирзо-Улугбекский,3,105.0,5,6,86000.0
4225,Яккасарайский,2,70.0,8,9,48000.0
4226,Мирзо-Улугбекский,2,65.0,2,4,68000.0
4227,Мирзо-Улугбекский,3,80.0,4,4,37000.0
4228,Мирзо-Улугбекский,2,48.0,1,4,28000.0
4229,Мирзо-Улугбекский,1,38.0,1,4,39500.0
4230,Чиланзарский,1,38.0,2,4,24000.0
4231,Яккасарайский,3,72.0,1,5,72898.0
4232,Мирзо-Улугбекский,1,23.8,2,4,21000.0
4233,Учтепинский,2,50.0,1,4,38000.0
4234,Яшнободский,1,28.0,1,3,19000.0
4235,Юнусабадский,3,68.0,4,4,70000.0
4236,Яккасарайский,4,96.0,9,9,49000.0
4237,Чиланзарский,2,52.0,1,4,34500.0
4238,Яккасарайский,5,118.0,9,9,50000.0
4239,Мирзо-Улугбекский,2,40.0,1,3,25499.0
4240,Шайхантахурский,2,55.0,4,9,33000.0
4241,Учтепинский,3,65.0,4,4,34200.0
4242,Мирабадский,2,48.6,3,4,43700.0
4243,Сергелийский,2,52.0,1,4,41000.0
4244,Мирабадский,3,72.0,3,9,52000.0
4245,Учтепинский,4,88.0,5,5,45000.0
4246,Шайхантахурский,2,58.0,3,4,57000.0
4247,Чиланзарский,2,62.0,3,4,39500.0
4248,Чиланзарский,2,60.0,2,5,38500.0
4249,Чиланзарский,2,50.0,2,5,35500.0
4250,Чиланзарский,2,50.0,2,4,33500.0
4251,Чиланзарский,1,36.0,2,4,25500.0
4252,Чиланзарский,1,30.0,4,4,24500.0
4253,Чиланзарский,1,40.0,3,4,28500.0
4254,Чиланзарский,1,42.0,2,5,26500.0
4255,Шайхантахурский,3,72.0,8,9,55000.0
4256,Чиланзарский,2,50.0,1,4,35500.0
4257,Чиланзарский,3,90.0,8,9,42000.0
4258,Мирабадский,2,69.0,9,10,62000.0
4259,Чиланзарский,2,56.0,1,4,49000.0
4260,Учтепинский,2,80.0,8,8,41744.0
4261,Чиланзарский,2,57.0,8,9,36000.0
4262,Юнусабадский,2,55.0,2,4,33000.0
4263,Яккасарайский,3,100.0,7,9,77000.0
4264,Яккасарайский,1,39.0,1,5,27500.0
4265,Чиланзарский,2,49.0,1,4,43000.0
4266,Учтепинский,4,80.0,4,5,40000.0
4267,Шайхантахурский,2,50.0,8,12,31000.0
4269,Чиланзарский,2,44.0,1,4,30000.0
4270,Учтепинский,2,47.0,1,4,31500.0
4271,Мирабадский,3,65.0,4,4,35000.0
4272,Юнусабадский,2,57.0,3,4,35500.0
4273,Юнусабадский,4,90.0,2,4,64000.0
4274,Юнусабадский,5,110.0,4,5,58000.0
4275,Яшнободский,2,58.0,2,4,62000.0
4276,Юнусабадский,2,58.0,3,9,34000.0
4277,Юнусабадский,3,70.0,2,4,55000.0
4278,Мирабадский,3,5.0,4,5,46600.0
