location,district,rooms,size,level,max_levels,price,lat,lng
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,43,4,4,31500,41.3445193,69.3447348
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,52,1,4,31500,41.3445193,69.3447348
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,48,2,4,31500,41.3606566,69.3548004
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,2,60,5,5,31500,41.3375577,69.3726789
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,53,3,4,31000,41.3445193,69.3447348
"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Магрур",Мирзо-Улугбекский,2,40,1,3,25500,41.3292204,69.3473509
"город Ташкент, Олмазорский район, Бешкурган 1-й квартал",Олмазорский,4,85,2,4,56000,41.3645355,69.2281531
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,4,121,7,9,105000,41.2818558,69.2552666
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,45,4,4,31000,41.3606566,69.3548004
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,52,4,4,31000,41.3445193,69.3447348
"город Ташкент, Яшнободский район, Мавлоно Риёзи",Яшнободский,2,62,9,9,30000,41.3123276,69.3159192
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,50,4,4,30000,41.3445193,69.3447348
"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,80,2,4,78000,41.2991561,69.2785087
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,55,1,2,29500,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50,1,4,29500,41.3606566,69.3548004
"город Ташкент, Юнусабадский район, Проспект Амира Тимура",Юнусабадский,4,215,7,9,180000,41.3454697,69.2865609
"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбека",Мирзо-Улугбекский,1,35,4,4,27500,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Гульбаданбегим",Мирзо-Улугбекский,2,45,3,7,43000,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Олимлар (Морозова) ",Мирзо-Улугбекский,2,38,4,5,33000,41.3292204,69.3473509
"город Ташкент, Шайхантахурский район, Гульабад",Шайхантахурский,3,72,3,4,54000,41.3240567,69.223683
"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,105,6,9,60000,41.271386,69.1961168
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,3,85,9,9,59800,41.295316,69.275364
"город Ташкент, Мирабадский район, Мингурик",Мирабадский,1,38,4,4,46500,41.2758912,69.2937133
"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,30,1,3,25000,41.2807837,69.223683
"город Ташкент, Яшнободский район, Тузель 2-й квартал",Яшнободский,5,110,3,5,58000,41.292043,69.3607599
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50,1,4,31000,41.3606566,69.3548004
"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,3,126,1,8,76000,41.2911414,69.2601933
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,60,3,4,102000,41.3104865,69.2922234
"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,51,1,4,39500,41.3700057,69.2892434
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,48,3,4,28500,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,48,4,4,28000,41.3445193,69.3447348
"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,50,4,5,28000,41.319567,69.3246635
"город Ташкент, Мирзо-Улугбекский район, Карасу 2-й квартал",Мирзо-Улугбекский,1,38,5,5,23000,41.3318205,69.3644846
"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,35,1,5,26000,41.319567,69.3246635
"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,2,48,3,4,26000,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,2,50,2,3,25000,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, городской посёлок Улугбек",Мирзо-Улугбекский,2,54,5,9,23500,41.3292204,69.3473509
"город Ташкент, Яшнободский район, Циолковского",Яшнободский,3,130,2,9,99000,41.2679924,69.2799062
"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,3,92,4,5,49000,41.3750315,69.3160626
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,100,8,9,95000,41.296644,69.275878
"город Ташкент, Яккасарайский район, Афросиаб (пр-т Косманавтов) ",Яккасарайский,2,52,3,4,75000,41.3051824,69.2638823
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,114,3,9,160000,41.259418,69.1804708
"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,80,6,7,75000,41.3133669,69.3235746
"город Ташкент, Чиланзарский район, жилой комплекс Новза",Чиланзарский,4,125,3,9,210000,41.2894304,69.2283298
"город Ташкент, Чиланзарский район, жилой комплекс Новза",Чиланзарский,4,125,6,9,250000,41.2894304,69.2283298
"город Ташкент, Юнусабадский район, ц-6 Минор (Ц-6) ",Юнусабадский,3,70,3,4,75000,41.3298867,69.2803036
"город Ташкент, Юнусабадский район, проспект Амира Темура",Юнусабадский,2,52,1,4,63000,41.3454697,69.2865609
"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,2,46,4,4,32500,41.2902787,69.1839655
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,50,5,5,29500,41.3215876,69.3230626
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,47,5,5,27000,41.2829494,69.1968618
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,2,47,1,4,34500,41.2770171,69.1909015
"город Ташкент, Яшнободский район, Истикбол",Яшнободский,3,68,2,4,65000,41.3052026,69.2856753
"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,70,9,9,39800,41.3146381,69.3228615
"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,3,84,7,9,55800,41.2697288,69.2512486
"город Ташкент, Мирабадский район, Куйлюк 3-й квартал",Мирабадский,2,63,1,9,31500,41.2508242,69.3108478
"город Ташкент, Яшнободский район, Паркент",Яшнободский,2,48,5,9,55000,41.3146381,69.3228615
"город Ташкент, Мирзо-Улугбекский район, 1-й переулок Махатмы Ганди",Мирзо-Улугбекский,3,94,2,9,85000,41.3143296,69.2937067
"город Ташкент, Чиланзарский район, Бешёгоч",Чиланзарский,4,95,3,4,95000,41.3068527,69.2534409
"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,2,70,3,6,85000,41.3357758,69.34359
"город Ташкент, Мирзо-Улугбекский район, Ул.Паркентская",Мирзо-Улугбекский,2,80,4,9,59000,41.31512,69.3234929
"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,3,105,3,6,126000,41.3357758,69.34359
"город Ташкент, Мирзо-Улугбекский район, Дурмон йули",Мирзо-Улугбекский,3,86,5,6,103000,41.3357758,69.34359
"город Ташкент, Чиланзарский район, проспект Бунёдкор (дублёр)",Чиланзарский,3,70,9,9,49000,41.2832134,69.2119047
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,118,6,9,105000,41.3104865,69.2922234
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,2,60,9,9,30000,41.3709551,69.307123
"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,4,98,6,9,52000,41.3427418,69.3875774
"город Ташкент, Юнусабадский район, Юнусабад 13-й квартал",Юнусабадский,2,51,4,4,34000,41.3692799,69.2981832
"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,60,9,9,35000,41.3197131,69.2773236
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,41,5,5,23500,41.3550649,69.3585936
"город Ташкент, Чиланзарский район, Илгор",Чиланзарский,2,47,4,4,28500,41.2750057,69.1871884
"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,2,47,2,5,33500,41.2771751,69.1789807
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,38,3,4,26500,41.3550649,69.3585936
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,1,40,5,5,26500,41.3606566,69.3548004
"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,1,42,4,4,28000,41.3550649,69.3585936
"город Ташкент, Яшнободский район, жилой комплекс Parkent Village массив Мавлоно Риёзи",Яшнободский,1,43,3,4,31000,41.3133669,69.3235746
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,1,39,2,5,34000,41.314662,69.293391
"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,1,41,2,4,34500,41.3080076,69.3078679
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,1,33,5,5,25500,41.3104865,69.2922234
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,1,30,4,4,25000,41.3606566,69.3548004
"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,1,50,7,9,37000,41.3197131,69.2773236
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 4-й квартал",Мирзо-Улугбекский,4,79,4,4,27000,41.3292204,69.3473509
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,48,5,9,23000,41.2673079,69.2415634
"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Мирзо-Улугбекский,6,200,7,7,105000,41.3466485,69.3328133
"город Ташкент, Яккасарайский район, Афросиаб (пр-т Косманавтов) ",Яккасарайский,1,28,1,4,45000,41.3051824,69.2638823
"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,3,100,2,4,67000,41.281265,69.1879213
"город Ташкент, Мирабадский район, Корейское посольство",Мирабадский,3,75,5,9,110000,41.3013581,69.2712172
"город Ташкент, Сергелийский район, Сергели 8",Сергелийский,4,100,7,9,45800,41.220067,69.2207029
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,200,6,8,220000,41.296644,69.275878
"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,6,170,2,9,165000,41.295316,69.275364
"город Ташкент, Мирабадский район, Афросиаб",Мирабадский,2,65,7,9,70000,41.3035042,69.2680561
"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,3,75,6,9,88000,41.296644,69.275878
"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,75,7,9,65000,41.3133669,69.3235746
"город Ташкент, Мирзо-Улугбекский район, ТТЗ-4",Мирзо-Улугбекский,3,78,3,4,55000,41.3619703,69.3875774
"город Ташкент, Шайхантахурский район, Бельтепа",Шайхантахурский,4,130,4,4,72000,41.3451812,69.1700401
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,94,2,9,51000,41.3292204,69.3473509
"город Ташкент, Шайхантахурский район, Ибн Сина-2",Шайхантахурский,2,60,1,5,54000,41.3379756,69.1700401
"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,4,80,3,5,58800,41.2770171,69.1909015
"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,80,5,5,39000,41.3292204,69.3473509
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50,1,4,30000,41.3606566,69.3548004
"город Ташкент, Мирзо-Улугбекский район, Кары-Ниязи",Мирзо-Улугбекский,3,100,2,6,120000,41.3242397,69.2982672
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",Мирзо-Улугбекский,2,40,1,3,26000,41.3104865,69.2922234
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,40,5,5,31500,41.3215876,69.3230626
"город Ташкент, Яккасарайский район, Бобур",Яккасарайский,4,96,9,9,52000,41.2818558,69.2552666
"город Ташкент, Яшнободский район, Городок Авиастроителей 4-й квартал",Яшнободский,2,44,4,4,30500,41.2922516,69.3419071
"город Ташкент, Чиланзарский район, Сугалли-ота",Чиланзарский,4,85,4,5,47500,41.2601131,69.1781265
"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,3,68,3,4,40000,41.3606566,69.3548004
"город Ташкент, Шайхантахурский район, Себзор",Шайхантахурский,3,92,4,8,99000,41.3333453,69.2475235
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,76,4,4,55000,41.3245206,69.2773236
"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,2,68,4,4,42000,41.3289182,69.2527386
"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,60,6,9,33500,41.3292204,69.3473509
"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,42,4,5,28500,41.2953086,69.182706
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,42,2,5,33500,41.3215876,69.3230626
"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,2,60,2,4,42000,41.2847707,69.2288981
"город Ташкент, Мирзо-Улугбекский район, Академгородок",Мирзо-Улугбекский,2,50,5,5,35000,41.339688,69.340163
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,49.44,4,4,31000,41.3716355,69.2691287
"город Ташкент, Мирзо-Улугбекский район, Массив КараСу 1",Мирзо-Улугбекский,3,75,4,5,48000,41.3375577,69.3726789
"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,55,4,4,35000,41.3215876,69.3230626
"город Ташкент, Юнусабадский район, Юнусабад 3-й квартал",Юнусабадский,2,50,4,4,33500,41.363177,69.2944583
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,3,68,4,5,59000,41.2818558,69.2552666
"город Ташкент, Мирабадский район, Катта Миробод",Мирабадский,3,86,2,4,135000,41.2758912,69.2937133
"город Ташкент, Юнусабадский район, Интер Континенталь",Юнусабадский,3,66,3,4,75000,41.3377063,69.2812915
"город Ташкент, Мирабадский район, Сарбон",Мирабадский,3,132,3,4,65000,41.3280586,69.2825052
"город Ташкент, Яшнободский район, Тузель-1 или 40лет-1",Яшнободский,2,56,5,5,29500,41.2987036,69.3577802
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,4,90,5,5,46000,41.2673079,69.2415634
"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,64,1,5,42000,41.2673079,69.2415634
"город Ташкент, Юнусабадский район, Юнусабад-10",Юнусабадский,3,68,3,5,42100,41.3804352,69.2840285
"город Ташкент, Мирабадский район, Цум",Мирабадский,1,36,1,4,65000,41.3086111,69.2691667
"город Ташкент, Юнусабадский район, 1-й проезд Бахор",Юнусабадский,2,60,3,5,44000,41.3745048,69.3059645
"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,72,8,9,65000,41.259418,69.1804708
"город Ташкент, Олмазорский район, Беруний Б-1",Олмазорский,2,60,2,4,41000,41.3327788,69.2183644
"город Ташкент, Шайхантахурский район, Гульабад",Шайхантахурский,4,84,2,4,55000,41.3240567,69.223683
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,65,5,9,48000,41.2818558,69.2552666
"город Ташкент, Олмазорский район, Нурафшон",Олмазорский,3,91,3,3,85000,41.3390184,69.2261213
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,3,105,5,6,66455,41.3716355,69.2691287
"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,4,100,1,4,62000,41.2797359,69.1670599
"город Ташкент, Шайхантахурский район, Абдуллы Кадыри",Шайхантахурский,2,62,8,9,47500,41.3246734,69.259963
"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Юнусабадский,2,52,5,9,41000,41.3707855,69.3190425
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,3,105,4,6,66847,41.3683947,69.2646587
"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,2,55,4,4,38500,41.2911414,69.2601933
"город Ташкент, Яккасарайский район, Мукими",Яккасарайский,2,50,3,4,36000,41.2885649,69.2290098
"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,4,100,2,9,66500,41.2697288,69.2512486
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,70,3,9,90000,41.3104865,69.2922234
"город Ташкент, Чиланзарский район, Чиланзар квартал 20Д",Чиланзарский,2,65,9,9,35000,41.2657122,69.1819609
"город Ташкент, Олмазорский район, 1-й проезд Чилтугон",Олмазорский,5,110,5,5,63500,41.3432641,69.2560774
"город Ташкент, Мирзо-Улугбекский район, Багимайдан массив Ялангач",Мирзо-Улугбекский,1,29,2,4,23990,41.3482223,69.3467324
"город Ташкент, Мирабадский район, Ул.Садика Азимова",Мирабадский,1,47.5,4,4,48900,41.3060918,69.2906958
"город Ташкент, Юнусабадский район, Юнусабад-10",Юнусабадский,4,100,2,5,70000,41.3804352,69.2840285
"город Ташкент, Юнусабадский район, 4kv",Юнусабадский,3,55,1,4,54000,41.3587493,69.2996732
"город Ташкент, Учтепинский район, Денов",Учтепинский,3,80,5,5,36000,41.2819493,69.1640609
"город Ташкент, Чиланзарский район, Чиланзар-19",Чиланзарский,2,50,4,5,33500,41.2710841,69.1849411
"город Ташкент, Чиланзарский район, Чиланзар-8",Чиланзарский,2,60,4,4,36500,41.2894422,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42,6,9,27500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар Ц квартал",Чиланзарский,3,75,5,9,74500,41.2798237,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42,2,5,28500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,1,42,4,5,26500,41.2829494,69.1968618
"город Ташкент, Сергелийский район, Курувчи",Сергелийский,1,50.3,9,9,21660,41.218274,69.2624237
"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,3,75,5,5,37000,41.3714709,69.2810486
"город Ташкент, Юнусабадский район, Юнусабад 12-й квартал",Юнусабадский,2,60,3,4,41000,41.3777696,69.2922234
"город Ташкент, Чиланзарский район, Метро Хамза",Чиланзарский,4,100,4,9,90000,41.2914153,69.223963
"город Ташкент, Юнусабадский район, Юнусабад 12-й квартал",Юнусабадский,2,60,1,4,40000,41.3777696,69.2922234
"город Ташкент, Чиланзарский район, Чиланзар-17",Чиланзарский,3,68,4,4,38000,41.271386,69.1961168
"город Ташкент, Чиланзарский район, Чиланзар-10",Чиланзарский,3,70,4,4,37000,41.2829494,69.1968618
"город Ташкент, Чиланзарский район, Чиланзар-18",Чиланзарский,3,67,4,4,36500,41.2729489,69.1916465
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,3,68,1,5,44000,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",Юнусабадский,2,55,2,5,30000,41.3615759,69.2747161
"город Ташкент, Чиланзарский район, Чиланзар 16-й квартал",Чиланзарский,2,60,8,9,34500,41.274633,69.200587
"город Ташкент, Сергелийский район, Сергели-II",Сергелийский,1,48,8,9,22907,41.210633,69.2281531
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,2,74,3,6,46835,41.3683947,69.2646587
"город Ташкент, Чиланзарский район, Чиланзар-18",Чиланзарский,3,70,4,4,37500,41.2729489,69.1916465
"город Ташкент, Чиланзарский район, Чиланзар-8",Чиланзарский,3,72,3,9,47000,41.2894422,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар-7",Чиланзарский,3,67,2,4,42000,41.2948119,69.2087824
"город Ташкент, Чиланзарский район, Чиланзар-8",Чиланзарский,2,60,4,4,36000,41.2894422,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,57,4,5,36500,41.2857552,69.2117625
"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,2,50,4,5,32000,41.2798237,69.2058023
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,54,1,4,35500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,50,2,4,36000,41.2857552,69.2117625
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,50,2,5,37500,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60,3,9,38000,41.259418,69.1804708
"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60,3,9,37000,41.259418,69.1804708
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,3,66.19,4,4,40000,41.3776023,69.3041431
"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",Юнусабадский,2,60,4,5,38000,41.3615759,69.2747161
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,1,38,3,4,25000,41.3776023,69.3041431
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,1,40,4,4,22500,41.3683947,69.2646587
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,55,1,4,31500,41.3716355,69.2691287
"город Ташкент, Мирзо-Улугбекский район, Укитувчи",Мирзо-Улугбекский,2,51.33,4,4,42000,41.3292204,69.3473509
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,2,55,4,4,30000,41.3776023,69.3041431
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,1,40,4,5,24500,41.374408,69.2771853
"город Ташкент, Юнусабадский район, 8-й проезд Янгишахар",Юнусабадский,2,65,1,4,34000,41.3610095,69.3013941
"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,4,100,2,5,51000,41.3709551,69.307123
"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,3,120,4,9,155000,41.3200874,69.3013967
"город Ташкент, Юнусабадский район, Буюк Турон",Юнусабадский,3,150,8,9,165000,41.3131267,69.2708313
"город Ташкент, Учтепинский район, 1-й проезд Козигузар",Учтепинский,4,92,8,9,45000,41.2978921,69.1804708
"город Ташкент, Мирзо-Улугбекский район, Дархон",Мирзо-Улугбекский,4,120,4,8,160000,41.3312004,69.3092476
"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Юнусабадский,2,60,1,4,41000,41.3707855,69.3190425
"город Ташкент, Олмазорский район, Каракамыш2/4",Олмазорский,1,22,7,9,15500,41.3668928,69.2087824
"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",Юнусабадский,2,67,2,9,38000,41.3587493,69.2996732
"город Ташкент, Шайхантахурский район, Ибн Сино-2",Шайхантахурский,1,42,8,9,21000,41.3379756,69.1700401
"город Ташкент, Юнусабадский район, Юнусабад 5-й квартал",Юнусабадский,2,60,1,5,39000,41.3615759,69.2747161
"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,60,3,5,34500,41.374408,69.2771853
"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,2,60,3,5,41500,41.3804352,69.2840285
"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,3,70,3,4,37000,41.3776023,69.3041431
"город Ташкент, Юнусабадский район, Юнусабад-7",Юнусабадский,2,57.6,4,4,35000,41.3716355,69.2691287
"город Ташкент, Яккасарайский район, Шота Руставели",Яккасарайский,1,46,10,12,27598,41.2911414,69.2601933
"город Ташкент, Юнусабадский район, Юнусабад 8-й квартал",Юнусабадский,2,55,3,4,34000,41.3714709,69.2810486
"город Ташкент, Юнусабадский район, Юнусабад 17-й квартал",Юнусабадский,2,55,2,7,41000,41.3667092,69.3101029
"город Ташкент, Сергелийский район, Сергели-II",Сергелийский,1,40,9,9,18332,41.210633,69.2281531
"город Ташкент, Яккасарайский район, Богибустон",Яккасарайский,1,30,3,4,26500,41.270004,69.228478
"город Ташкент, Шайхантахурский район, Ибн Сино-2",Шайхантахурский,4,85,2,5,55000,41.3379756,69.1700401
"город Ташкент, Шайхантахурский район, Ибн Сино-2",Шайхантахурский,4,85,2,5,55000,41.3379756,69.1700401
"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,1,45,2,6,28481,41.3716355,69.2691287
"город Ташкент, Мирабадский район, Саракулька",Мирабадский,3,72,4,4,46000,41.2850116,69.2836951
"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,70,4,4,51500,41.3104865,69.2922234
"город Ташкент, Мирабадский район, Мирабад",Мирабадский,2,65,9,9,47000,41.2758912,69.2937133
"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,116,6,9,72356,41.3133669,69.3235746
"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Goldhill",Мирзо-Улугбекский,5,176,1,9,69724,41.3466485,69.3328133
"город Ташкент, Мирабадский район, Куйлюк 4-й квартал",Мирабадский,2,56,3,5,40000,41.2459142,69.307123
"город Ташкент, Сергелийский район, Сергели-II",Сергелийский,3,69,9,9,31622,41.210633,69.2281531
"город Ташкент, Яккасарайский район, жилой комплекс Solaris",Яккасарайский,1,45,6,7,55710,41.2999586,69.2484865
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,1,45,9,17,57853,41.2818558,69.2552666
"город Ташкент, Яшнободский район, 40 лет тузел-1",Яшнободский,4,84,5,5,41000,41.2987036,69.3577802
"город Ташкент, Юнусабадский район, Юнусабад-9",Юнусабадский,2,61,2,5,39500,41.3766361,69.2765786
"город Ташкент, Юнусабадский район, Юнусабад 6-й квартал",Юнусабадский,4,110,5,6,69620,41.3683947,69.2646587
"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,50,2,4,32999,41.2829494,69.1968618
"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,70,4,4,52000,41.3245206,69.2773236
"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,77.47,5,5,50000,41.3326551,69.3689542
"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,1,37,9,10,26500,41.2818558,69.2552666
"город Ташкент, Сергелийский район, Курувчи",Сергелийский,1,46.7,9,9,20110,41.218274,69.2624237
"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,3,87.65,10,11,56491,41.3375577,69.3726789
